时间	A1	黑马线	趋势线  三条线的顺序一致，三条线各自的abs差值之和最小者为最类似的k线
2002-10-18	7.414	7.052	10.667
2002-10-21	8.422	7.509	13.370
2002-10-22	11.597	8.872	20.262
2002-10-23	14.226	10.656	29.143
2002-10-24	15.057	12.123	33.193
2002-10-25	14.066	12.771	30.890
2002-10-28	11.529	12.357	23.425
2002-10-29	11.363	12.025	18.780
2002-10-30	11.116	11.722	18.918
2002-10-31	10.706	11.384	18.444
2002-11-01	10.693	11.153	18.389
2002-11-04	12.713	11.673	23.657
2002-11-05	16.872	13.406	39.634
2002-11-06	19.653	15.488	57.957
2002-11-07	22.038	17.672	71.769
2002-11-08	20.859	18.734	72.981
2002-11-11	18.202	18.557	59.205
2002-11-12	15.004	17.372	41.995
2002-11-13	14.488	16.411	31.451
2002-11-14	11.682	14.835	23.263
2002-11-15	10.385	13.352	14.343
2002-11-18	8.630	11.778	8.800
2002-11-19	8.595	10.717	6.375
2002-11-20	7.033	9.489	4.638
2002-11-21	5.719	8.232	0.607
2002-11-22	5.885	7.450	-0.061
2002-11-25	6.211	7.037	2.047
2002-11-26	4.979	6.351	1.654
2002-11-27	5.570	6.091	1.608
2002-11-28	8.614	6.932	7.900
2002-11-29	12.449	8.771	17.691
2002-12-02	13.014	10.185	22.418
2002-12-03	14.411	11.594	23.212
2002-12-04	15.932	13.040	25.463
2002-12-05	16.462	14.180	26.546
2002-12-06	17.008	15.123	26.334
2002-12-09	17.129	15.792	26.937
2002-12-10	15.974	15.852	26.176
2002-12-11	14.706	15.470	23.733
2002-12-12	14.040	14.994	22.817
2002-12-13	14.534	14.840	25.362
2002-12-16	16.037	15.239	32.434
2002-12-17	17.882	16.120	41.916
2002-12-18	19.007	17.082	49.810
2002-12-19	20.104	18.090	56.255
2002-12-20	22.350	19.510	64.987
2002-12-23	24.763	21.261	74.252
2002-12-24	26.874	23.132	80.852
2002-12-25	27.717	24.660	83.051
2002-12-26	24.994	24.771	71.534
2002-12-27	22.708	24.084	52.332
2002-12-30	19.369	22.512	36.632
2002-12-31	16.292	20.439	23.902
2003-01-02	13.282	18.053	13.802
2003-01-03	11.169	15.758	6.249
2003-01-06	10.694	14.070	4.647
2003-01-07	10.114	12.752	6.131
2003-01-08	12.711	12.738	13.667
2003-01-09	16.725	14.067	29.880
2003-01-10	18.978	15.704	43.331
2003-01-13	20.892	17.433	50.766
2003-01-14	28.585	21.150	63.460
2003-01-15	34.209	25.503	77.619
2003-01-16	40.674	30.560	88.236
2003-01-17	45.315	35.478	96.557
2003-01-20	49.334	40.097	100.627
2003-01-21	50.424	43.539	100.089
2003-01-22	51.727	46.268	96.588
2003-01-23	52.010	48.182	93.188
2003-01-24	54.414	50.260	92.597
2003-01-27	60.736	53.752	96.281
2003-01-28	66.930	58.145	99.915
2003-01-29	72.654	62.981	101.655
2003-02-10	75.236	67.066	99.712
2003-02-11	78.582	70.905	97.334
2003-02-12	82.834	74.881	98.458
2003-02-13	84.826	78.196	99.105
2003-02-14	87.058	81.150	98.476
2003-02-17	87.453	83.251	96.396
2003-02-18	87.763	84.755	92.343
2003-02-19	89.392	86.301	91.293
2003-02-20	90.569	87.723	92.382
2003-02-21	88.561	88.003	82.733
2003-02-24	87.250	87.752	66.861
2003-02-25	89.027	88.177	65.355
2003-02-26	90.632	88.995	73.562
2003-02-27	91.469	89.820	78.793
2003-02-28	91.972	90.537	80.838
2003-03-03	93.558	91.544	85.196
2003-03-04	94.346	92.478	90.246
2003-03-05	94.323	93.093	88.964
2003-03-06	92.578	92.921	77.466
2003-03-07	90.700	92.181	60.355
2003-03-10	86.980	90.447	40.035
2003-03-11	84.062	88.319	21.150
2003-03-12	82.228	86.289	13.067
2003-03-13	79.811	84.130	8.062
2003-03-14	78.006	82.088	2.640
2003-03-17	76.858	80.345	2.124
2003-03-18	75.079	78.590	1.982
2003-03-19	74.580	77.253	2.817
2003-03-20	73.683	76.063	5.368
2003-03-21	73.893	75.340	8.853
2003-03-24	74.346	75.009	15.224
2003-03-25	73.300	74.439	16.566
2003-03-26	71.901	73.593	11.834
2003-03-27	74.732	73.973	19.351
2003-03-28	76.318	74.754	35.114
2003-03-31	79.295	76.268	48.886
2003-04-01	82.775	78.437	66.017
2003-04-02	85.392	80.755	81.227
2003-04-03	86.504	82.671	89.350
2003-04-04	88.153	84.499	94.333
2003-04-07	88.514	85.837	97.079
2003-04-08	89.517	87.064	97.152
2003-04-09	91.404	88.510	100.138
2003-04-10	91.594	89.538	102.556
2003-04-11	92.562	90.546	103.345
2003-04-14	93.981	91.691	104.978
2003-04-15	95.118	92.833	106.370
2003-04-16	91.828	92.498	102.516
2003-04-17	89.920	91.639	95.842
2003-04-18	87.343	90.207	90.646
2003-04-21	82.185	87.533	82.557
2003-04-22	77.760	84.275	73.337
2003-04-23	71.582	80.044	63.922
2003-04-24	62.851	74.313	50.814
2003-04-25	54.243	67.623	32.926
2003-04-28	52.346	62.531	22.774
2003-04-29	48.027	57.696	19.836
2003-04-30	45.770	53.721	16.447
2003-05-12	44.992	50.811	17.345
2003-05-13	39.774	47.132	14.181
2003-05-14	39.313	44.526	11.399
2003-05-15	42.139	43.730	18.266
2003-05-16	44.318	43.926	27.172
2003-05-19	46.159	44.670	33.618
2003-05-20	45.665	45.002	35.967
2003-05-21	45.068	45.024	35.048
2003-05-22	45.838	45.295	35.722
2003-05-23	47.919	46.170	39.508
2003-05-26	50.428	47.589	47.132
2003-05-27	52.321	49.166	55.453
2003-05-28	52.202	50.178	60.577
2003-05-29	53.721	51.359	69.665
2003-05-30	55.737	52.818	82.490
2003-06-02	57.375	54.337	91.738
2003-06-03	57.274	55.316	94.833
2003-06-04	58.367	56.333	95.872
2003-06-05	57.477	56.715	94.780
2003-06-06	55.055	56.161	86.516
2003-06-09	52.258	54.860	75.269
2003-06-10	50.864	53.528	67.270
2003-06-11	52.422	53.159	68.805
2003-06-12	53.300	53.206	72.131
2003-06-13	54.462	53.625	72.267
2003-06-16	54.694	53.981	70.867
2003-06-17	54.631	54.198	66.524
2003-06-18	54.254	54.216	61.491
2003-06-19	52.460	53.631	51.644
2003-06-20	50.108	52.457	34.547
2003-06-23	44.408	49.774	17.766
2003-06-24	39.968	46.505	8.049
2003-06-25	35.242	42.751	2.119
2003-06-26	32.969	39.490	2.923
2003-06-27	29.074	36.018	5.665
2003-06-30	24.706	32.247	2.174
2003-07-01	21.062	28.519	-1.792
2003-07-02	19.846	25.628	0.091
2003-07-03	19.412	23.556	7.117
2003-07-04	18.828	21.980	13.053
2003-07-07	18.263	20.741	16.911
2003-07-08	19.005	20.163	21.856
2003-07-09	18.613	19.646	25.748
2003-07-10	21.543	20.278	32.866
2003-07-11	24.749	21.768	43.404
2003-07-14	26.326	23.288	48.511
2003-07-15	29.387	25.321	51.826
2003-07-16	33.813	28.151	56.193
2003-07-17	39.160	31.821	63.828
2003-07-18	37.540	33.727	66.009
2003-07-21	34.176	33.877	56.994
2003-07-22	31.962	33.239	47.883
2003-07-23	30.304	32.260	43.536
2003-07-24	27.324	30.615	38.784
2003-07-25	23.006	28.078	29.268
2003-07-28	19.345	25.167	19.062
2003-07-29	17.591	22.642	13.719
2003-07-30	16.589	20.624	12.876
2003-07-31	15.293	18.847	12.426
2003-08-01	14.293	17.329	11.630
2003-08-04	16.453	17.037	16.236
2003-08-05	18.173	17.416	24.462
2003-08-06	18.178	17.670	28.004
2003-08-07	18.372	17.904	28.543
2003-08-08	15.788	17.199	24.732
2003-08-11	14.584	16.327	18.995
2003-08-12	14.434	15.696	17.788
2003-08-13	12.066	14.486	14.724
2003-08-14	10.308	13.094	9.245
2003-08-15	8.703	11.630	5.468
2003-08-18	7.334	10.198	2.832
2003-08-19	6.953	9.117	2.751
2003-08-20	6.810	8.348	4.676
2003-08-21	6.642	7.779	6.425
2003-08-22	6.192	7.250	7.035
2003-08-25	5.333	6.611	5.869
2003-08-26	5.222	6.148	5.271
2003-08-27	5.151	5.816	6.163
2003-08-28	4.225	5.286	5.122
2003-08-29	5.259	5.277	6.036
2003-09-01	9.625	6.726	16.547
2003-09-02	12.703	8.718	29.525
2003-09-03	15.626	11.021	37.921
2003-09-04	18.504	13.515	43.693
2003-09-05	18.526	15.185	44.280
2003-09-08	17.673	16.015	40.035
2003-09-09	16.144	16.058	33.969
2003-09-10	15.386	15.834	29.106
2003-09-11	14.897	15.521	27.342
2003-09-12	12.289	14.444	22.444
2003-09-15	10.281	13.056	14.846
2003-09-16	10.430	12.181	13.836
2003-09-17	8.740	11.034	13.065
2003-09-18	7.895	9.988	9.478
2003-09-19	7.333	9.103	8.496
2003-09-22	6.252	8.153	6.767
2003-09-23	7.072	7.792	7.772
2003-09-24	8.211	7.932	13.129
2003-09-25	6.980	7.615	13.444
2003-09-26	5.944	7.058	9.075
2003-09-29	4.979	6.365	5.668
2003-09-30	5.956	6.228	6.346
2003-10-08	7.209	6.555	11.181
2003-10-09	7.963	7.024	15.105
2003-10-10	13.253	9.101	25.009
2003-10-13	16.949	11.717	40.866
2003-10-14	18.645	14.026	50.066
2003-10-15	19.411	15.821	51.841
2003-10-16	17.767	16.470	46.856
2003-10-17	17.217	16.719	40.049
2003-10-20	15.288	16.242	34.137
2003-10-21	14.390	15.625	29.247
2003-10-22	18.201	16.483	38.752
2003-10-23	19.723	17.563	52.650
2003-10-24	20.294	18.474	56.749
2003-10-27	19.088	18.678	53.635
2003-10-28	18.105	18.487	47.088
2003-10-29	16.719	17.898	40.677
2003-10-30	13.965	16.587	30.465
2003-10-31	12.977	15.384	21.786
2003-11-03	14.290	15.019	22.608
2003-11-04	18.916	16.318	34.385
2003-11-05	22.311	18.316	48.185
2003-11-06	21.432	19.354	48.868
2003-11-07	18.957	19.222	38.479
2003-11-10	17.850	18.765	29.446
2003-11-11	17.487	18.339	25.381
2003-11-12	14.126	16.934	18.713
2003-11-13	12.938	15.602	11.703
2003-11-14	13.523	14.909	11.575
2003-11-17	13.595	14.471	13.428
2003-11-18	12.105	13.682	12.043
2003-11-19	13.905	13.757	13.415
2003-11-20	20.391	15.968	26.464
2003-11-21	23.575	18.504	40.089
2003-11-24	31.814	22.940	54.906
2003-11-25	39.286	28.389	72.395
2003-11-26	45.743	34.174	83.753
2003-11-27	48.302	38.883	87.580
2003-11-28	53.329	43.698	86.990
2003-12-01	62.644	50.014	92.243
2003-12-02	68.767	56.265	98.715
2003-12-03	72.809	61.779	100.372
2003-12-04	77.049	66.869	101.151
2003-12-05	80.222	71.320	102.032
2003-12-08	80.892	74.511	100.005
2003-12-09	82.294	77.105	97.157
2003-12-10	85.800	80.003	98.274
2003-12-11	88.003	82.670	100.644
2003-12-12	89.857	85.066	101.466
2003-12-15	91.288	87.140	101.799
2003-12-16	91.954	88.744	101.217
2003-12-17	90.507	89.332	97.942
2003-12-18	89.732	89.465	93.306
2003-12-19	87.839	88.923	87.350
2003-12-22	90.210	89.352	86.472
2003-12-23	91.528	90.077	90.724
2003-12-24	93.175	91.110	93.679
2003-12-25	93.374	91.865	94.877
2003-12-26	93.734	92.488	94.138
2003-12-29	92.337	92.437	90.688
2003-12-30	92.621	92.499	87.020
2003-12-31	91.504	92.167	83.407
2004-01-02	92.376	92.237	81.834
2004-01-05	93.866	92.780	86.635
2004-01-06	94.059	93.206	90.064
2004-01-07	94.705	93.706	91.525
2004-01-08	95.347	94.253	93.696
2004-01-09	93.882	94.129	91.996
2004-01-12	95.068	94.442	91.432
2004-01-13	95.130	94.671	93.587
2004-01-14	93.913	94.419	91.388
2004-01-15	92.569	93.802	87.053
2004-01-16	92.365	93.323	84.910
2004-01-29	93.871	93.506	87.791
2004-01-30	92.425	93.145	87.944
2004-02-02	92.399	92.897	84.705
2004-02-03	93.861	93.218	87.119
2004-02-04	95.056	93.831	92.162
2004-02-05	96.020	94.560	95.730
2004-02-06	95.476	94.865	95.593
2004-02-09	96.261	95.331	95.238
2004-02-10	95.810	95.490	95.249
2004-02-11	94.776	95.252	91.893
2004-02-12	93.258	94.588	86.372
2004-02-13	91.780	93.652	78.520
2004-02-16	92.499	93.268	76.031
2004-02-17	93.383	93.306	80.316
2004-02-18	94.551	93.721	85.617
2004-02-19	95.042	94.161	89.582
2004-02-20	95.667	94.663	91.843
2004-02-23	93.711	94.346	88.107
2004-02-24	92.183	93.625	79.702
2004-02-25	88.934	92.061	69.157
2004-02-26	86.600	90.241	57.705
2004-02-27	85.671	88.717	53.529
2004-03-01	85.888	87.774	56.045
2004-03-02	85.855	87.135	58.245
2004-03-03	84.139	86.136	51.743
2004-03-04	83.234	85.169	42.662
2004-03-05	82.060	84.133	36.741
2004-03-08	79.451	82.572	26.441
2004-03-09	77.360	80.835	14.557
2004-03-10	78.415	80.028	15.311
2004-03-11	80.161	80.073	27.660
2004-03-12	81.765	80.637	40.071
2004-03-15	85.233	82.169	56.354
2004-03-16	88.033	84.124	74.581
2004-03-17	90.077	86.108	86.580
2004-03-18	89.647	87.288	88.677
2004-03-19	91.178	88.585	89.492
2004-03-22	92.616	89.928	95.266
2004-03-23	92.725	90.861	97.150
2004-03-24	92.691	91.471	95.568
2004-03-25	92.397	91.780	93.287
2004-03-26	91.981	91.847	90.260
2004-03-29	90.579	91.424	84.944
2004-03-30	89.796	90.881	79.469
2004-03-31	90.320	90.694	79.278
2004-04-01	92.065	91.151	84.790
2004-04-02	93.359	91.887	91.179
2004-04-05	93.924	92.566	94.658
2004-04-06	95.117	93.417	97.331
2004-04-07	95.286	94.040	98.908
2004-04-08	94.979	94.353	97.418
2004-04-09	90.520	93.075	86.051
2004-04-12	86.525	90.892	65.889
2004-04-13	82.558	88.114	45.744
2004-04-14	77.333	84.520	29.528
2004-04-15	71.318	80.119	16.307
2004-04-16	68.007	76.082	10.243
2004-04-19	61.591	71.252	9.176
2004-04-20	54.538	65.680	5.055
2004-04-21	46.579	59.313	0.573
2004-04-22	41.018	53.215	-1.140
2004-04-23	33.678	46.703	-2.316
2004-04-26	28.499	40.635	-3.907
2004-04-27	23.150	34.806	-4.551
2004-04-28	20.345	29.986	-4.251
2004-04-29	16.408	25.460	-3.857
2004-04-30	15.342	22.087	-2.805
2004-05-10	12.708	18.961	-1.438
2004-05-11	12.056	16.659	-0.562
2004-05-12	14.542	15.954	4.961
2004-05-13	16.010	15.973	11.662
2004-05-14	14.245	15.397	12.780
2004-05-17	11.599	14.131	9.149
2004-05-18	11.554	13.272	8.064
2004-05-19	11.740	12.761	10.635
2004-05-20	11.170	12.231	12.201
2004-05-21	11.436	11.966	13.676
2004-05-24	11.027	11.653	14.945
2004-05-25	8.949	10.752	12.107
2004-05-26	8.310	9.938	9.181
2004-05-27	10.186	10.021	13.702
2004-05-28	11.070	10.371	20.650
2004-05-31	12.301	11.014	25.971
2004-06-01	15.018	12.349	35.035
2004-06-02	16.273	13.657	45.334
2004-06-03	15.561	14.291	47.869
2004-06-04	14.886	14.490	44.973
2004-06-07	12.529	13.836	37.511
2004-06-08	10.375	12.682	25.847
2004-06-09	8.545	11.303	16.434
2004-06-10	7.572	10.060	10.729
2004-06-11	7.022	9.047	8.687
2004-06-14	6.039	8.044	6.807
2004-06-15	6.678	7.589	7.907
2004-06-16	7.850	7.676	13.999
2004-06-17	7.087	7.480	15.760
2004-06-18	6.544	7.168	12.841
2004-06-21	6.441	6.926	11.650
2004-06-22	7.285	7.045	13.790
2004-06-23	7.424	7.172	16.231
2004-06-24	6.839	7.061	15.106
2004-06-25	5.560	6.561	10.862
2004-06-28	4.696	5.939	6.415
2004-06-29	5.353	5.744	6.561
2004-06-30	5.424	5.637	8.605
2004-07-01	7.566	6.280	13.913
2004-07-02	9.676	7.412	23.141
2004-07-05	11.553	8.792	31.182
2004-07-06	13.605	10.397	39.575
2004-07-07	14.666	11.820	46.901
2004-07-08	15.675	13.105	51.652
2004-07-09	15.917	14.042	53.278
2004-07-12	14.102	14.062	47.028
2004-07-13	12.836	13.653	37.360
2004-07-14	12.211	13.173	31.698
2004-07-15	13.033	13.126	32.801
2004-07-16	16.384	14.212	47.068
2004-07-19	19.257	15.893	66.398
2004-07-20	21.409	17.732	77.601
2004-07-21	23.180	19.548	82.715
2004-07-22	21.260	20.119	76.366
2004-07-23	19.721	19.986	62.100
2004-07-26	16.774	18.915	47.356
2004-07-27	14.339	17.390	32.243
2004-07-28	13.334	16.038	23.898
2004-07-29	14.205	15.427	24.503
2004-07-30	13.204	14.686	24.644
2004-08-02	11.190	13.521	17.833
2004-08-03	9.188	12.077	9.758
2004-08-04	11.114	11.756	11.459
2004-08-05	11.228	11.580	17.647
2004-08-06	11.451	11.537	19.290
2004-08-09	12.126	11.733	21.996
2004-08-10	13.119	12.195	26.114
2004-08-11	12.457	12.282	26.801
2004-08-12	10.960	11.842	21.837
2004-08-13	9.787	11.157	16.275
2004-08-16	8.150	10.154	11.056
2004-08-17	7.825	9.378	8.279
2004-08-18	7.467	8.741	8.482
2004-08-19	6.620	8.034	7.202
2004-08-20	6.622	7.563	6.918
2004-08-23	5.545	6.891	6.132
2004-08-24	7.413	7.065	8.025
2004-08-25	8.374	7.501	13.329
2004-08-26	8.554	7.852	15.081
2004-08-27	7.522	7.742	13.106
2004-08-30	7.050	7.512	10.169
2004-08-31	9.168	8.064	12.911
2004-09-01	8.692	8.273	15.235
2004-09-02	9.978	8.842	15.711
2004-09-03	10.908	9.530	18.885
2004-09-06	10.961	10.007	20.110
2004-09-07	11.350	10.455	20.324
2004-09-08	9.957	10.289	18.166
2004-09-09	8.242	9.607	12.820
2004-09-10	8.243	9.152	10.769
2004-09-13	6.679	8.328	9.012
2004-09-14	9.290	8.649	12.378
2004-09-15	16.672	11.323	32.154
2004-09-16	24.118	15.588	57.886
2004-09-17	34.271	21.816	78.692
2004-09-20	47.073	30.235	93.665
2004-09-21	55.835	38.768	101.507
2004-09-22	60.113	45.883	101.412
2004-09-23	67.824	53.197	102.213
2004-09-24	69.136	58.510	101.478
2004-09-27	69.496	62.172	94.524
2004-09-28	70.476	64.940	89.195
2004-09-29	69.943	66.608	84.464
2004-09-30	67.549	66.921	77.454
2004-10-08	67.849	67.231	72.673
2004-10-11	67.263	67.242	70.728
2004-10-12	64.369	66.284	65.926
2004-10-13	62.247	64.938	60.258
2004-10-14	56.006	61.961	51.830
2004-10-15	50.809	58.243	41.148
2004-10-18	47.063	54.517	34.206
2004-10-19	44.254	51.096	29.934
2004-10-20	41.413	47.868	23.743
2004-10-21	37.447	44.395	13.976
2004-10-22	35.864	41.551	8.166
2004-10-25	33.060	38.721	5.745
2004-10-26	31.968	36.470	4.439
2004-10-27	32.615	35.185	7.600
2004-10-28	33.044	34.471	11.916
2004-10-29	31.596	33.513	12.954
2004-11-01	29.150	32.059	10.477
2004-11-02	26.876	30.331	7.509
2004-11-03	27.186	29.283	9.048
2004-11-04	25.578	28.048	10.813
2004-11-05	24.322	26.806	9.190
2004-11-08	23.241	25.618	8.144
2004-11-09	22.646	24.627	8.460
2004-11-10	26.137	25.130	19.837
2004-11-11	28.312	26.191	37.052
2004-11-12	30.487	27.623	50.362
2004-11-15	33.732	29.659	65.687
2004-11-16	36.357	31.892	80.120
2004-11-17	37.254	33.679	86.314
2004-11-18	38.958	35.439	89.380
2004-11-19	41.347	37.408	96.397
2004-11-22	43.517	39.445	102.525
2004-11-23	44.258	41.049	102.700
2004-11-24	43.827	41.975	97.000
2004-11-25	43.415	42.455	89.689
2004-11-26	42.950	42.620	83.723
2004-11-29	40.948	42.063	74.777
2004-11-30	39.629	41.252	64.960
2004-12-01	38.081	40.195	57.369
2004-12-02	36.687	39.026	50.288
2004-12-03	35.918	37.990	46.053
2004-12-06	35.118	37.032	44.799
2004-12-07	31.378	35.148	40.035
2004-12-08	28.646	32.981	32.474
2004-12-09	27.661	31.207	28.009
2004-12-10	24.827	29.081	19.681
2004-12-13	21.783	26.648	10.452
2004-12-14	19.140	24.145	6.039
2004-12-15	17.558	21.949	5.747
2004-12-16	15.514	19.804	7.036
2004-12-17	12.665	17.424	4.152
2004-12-20	10.528	15.126	0.233
2004-12-21	8.916	13.056	-1.821
2004-12-22	11.521	12.544	3.514
2004-12-23	10.619	11.902	9.434
2004-12-24	10.177	11.327	9.969
2004-12-27	9.465	10.707	10.129
2004-12-28	8.862	10.092	9.195
2004-12-29	7.679	9.288	7.226
2004-12-30	7.694	8.756	6.216
2004-12-31	6.535	8.016	5.318
2005-01-04	5.845	7.292	3.395
2005-01-05	6.812	7.132	4.548
2005-01-06	6.128	6.797	5.546
2005-01-07	6.276	6.623	5.286
2005-01-10	7.394	6.880	7.857
2005-01-11	8.950	7.570	13.667
2005-01-12	10.124	8.421	19.802
2005-01-13	10.983	9.275	23.695
2005-01-14	10.274	9.608	23.438
2005-01-17	8.518	9.245	18.154
2005-01-18	8.856	9.115	15.341
2005-01-19	8.310	8.847	15.073
2005-01-20	7.204	8.299	12.077
2005-01-21	10.332	8.977	15.691
2005-01-24	14.985	10.979	30.757
2005-01-25	18.551	13.503	46.380
2005-01-26	20.165	15.724	54.872
2005-01-27	19.834	17.094	55.119
2005-01-28	18.337	17.508	48.995
2005-01-31	14.933	16.650	37.023
2005-02-01	12.113	15.137	23.361
2005-02-02	16.212	15.496	30.072
2005-02-03	18.471	16.487	48.441
2005-02-04	22.948	18.641	64.027
2005-02-16	27.517	21.599	78.871
2005-02-17	31.058	24.752	86.846
2005-02-18	32.257	27.254	87.810
2005-02-21	36.902	30.470	89.614
2005-02-22	43.447	34.796	96.362
2005-02-23	49.367	39.653	100.788
2005-02-24	54.346	44.551	102.807
2005-02-25	58.633	49.245	102.468
2005-02-28	61.283	53.257	99.502
2005-03-01	63.089	56.534	95.713
2005-03-02	62.601	58.557	90.019
2005-03-03	63.044	60.053	84.503
2005-03-04	62.597	60.901	80.589
2005-03-07	62.968	61.590	77.729
2005-03-08	67.489	63.556	80.278
2005-03-09	72.329	66.481	85.466
2005-03-10	71.875	68.279	84.248
2005-03-11	72.036	69.531	79.250
2005-03-14	72.670	70.577	74.127
2005-03-15	69.728	70.294	63.017
2005-03-16	65.455	68.681	44.368
2005-03-17	60.321	65.895	24.397
2005-03-18	53.940	61.910	9.805
2005-03-21	49.350	57.723	2.100
2005-03-22	42.263	52.570	-2.531
2005-03-23	35.846	46.995	-5.871
2005-03-24	31.640	41.877	-5.175
2005-03-25	27.913	37.222	-2.514
2005-03-28	24.380	32.941	-1.003
2005-03-29	20.840	28.908	-0.752
2005-03-30	16.769	24.861	-2.259
2005-03-31	15.721	21.815	-1.905
2005-04-01	19.968	21.199	6.452
2005-04-04	20.891	21.096	15.277
2005-04-05	20.282	20.825	17.440
2005-04-06	22.571	21.407	20.504
2005-04-07	25.679	22.831	27.433
2005-04-08	30.932	25.531	38.200
2005-04-11	34.228	28.430	48.571
2005-04-12	34.287	30.382	51.908
2005-04-13	37.780	32.848	59.278
2005-04-14	38.909	34.868	70.691
2005-04-15	37.725	35.821	73.626
2005-04-18	34.468	35.370	67.459
2005-04-19	32.124	34.288	58.899
2005-04-20	28.361	32.312	49.611
2005-04-21	23.952	29.526	36.811
2005-04-22	20.021	26.357	24.533
2005-04-25	17.286	23.334	16.036
2005-04-26	15.907	20.858	12.470
2005-04-27	12.982	18.233	8.516
2005-04-28	13.848	16.771	8.330
2005-04-29	13.507	15.683	12.209
2005-05-09	10.848	14.072	9.319
2005-05-10	11.145	13.096	7.305
2005-05-11	10.356	12.183	8.353
2005-05-12	8.648	11.004	5.952
2005-05-13	8.137	10.049	4.076
2005-05-16	7.592	9.230	4.043
2005-05-17	7.495	8.651	4.479
2005-05-18	7.686	8.330	5.869
2005-05-19	7.881	8.180	7.453
2005-05-20	7.709	8.023	8.558
2005-05-23	6.277	7.441	7.000
2005-05-24	6.237	7.040	5.920
2005-05-25	6.077	6.719	7.215
2005-05-26	5.087	6.175	6.299
2005-05-27	4.207	5.519	3.869
2005-05-30	4.560	5.199	4.526
2005-05-31	4.883	5.094	7.582
2005-06-01	4.154	4.780	7.542
2005-06-02	3.818	4.459	5.643
2005-06-03	3.918	4.279	5.449
2005-06-06	5.585	4.714	8.963
2005-06-07	6.892	5.440	14.634
2005-06-08	14.556	8.479	31.349
2005-06-09	22.019	12.992	56.750
2005-06-10	26.210	17.398	72.191
2005-06-13	29.408	21.402	78.779
2005-06-14	30.965	24.589	80.571
2005-06-15	30.599	26.592	76.415
2005-06-16	31.335	28.173	71.905
2005-06-17	31.893	29.413	70.128
2005-06-20	34.683	31.170	72.717
2005-06-21	35.811	32.717	76.421
2005-06-22	36.756	34.063	76.722
2005-06-23	36.861	34.996	75.499
2005-06-24	37.585	35.859	74.340
2005-06-27	39.941	37.220	77.677
2005-06-28	40.572	38.337	80.710
2005-06-29	40.796	39.157	79.782
2005-06-30	39.096	39.136	74.990
2005-07-01	35.757	38.010	64.495
2005-07-04	32.437	36.152	52.386
2005-07-05	29.137	33.814	37.651
2005-07-06	26.076	31.235	21.663
2005-07-07	24.349	28.939	11.106
2005-07-08	21.324	26.401	3.827
2005-07-11	18.359	23.720	-2.069
2005-07-12	19.464	22.301	0.978
2005-07-13	19.644	21.416	8.763
2005-07-14	20.412	21.081	13.621
2005-07-15	19.526	20.563	15.408
2005-07-18	17.211	19.446	12.151
2005-07-19	15.618	18.170	8.143
2005-07-20	15.111	17.150	7.094
2005-07-21	14.695	16.332	7.654
2005-07-22	17.511	16.725	12.475
2005-07-25	20.376	17.942	20.112
2005-07-26	26.366	20.750	30.779
2005-07-27	33.466	24.989	47.700
2005-07-28	38.693	29.557	64.296
2005-07-29	42.400	33.838	76.669
2005-08-01	46.164	37.947	86.352
2005-08-02	51.212	42.368	95.740
2005-08-03	55.744	46.827	101.209
2005-08-04	58.679	50.778	101.072
2005-08-05	64.559	55.371	102.626
2005-08-08	70.591	60.445	105.231
2005-08-09	76.420	65.770	106.492
2005-08-10	81.125	70.888	108.002
2005-08-11	84.827	75.534	108.557
2005-08-12	85.372	78.814	105.817
2005-08-15	87.777	81.801	103.057
2005-08-16	88.615	84.073	101.803
2005-08-17	90.817	86.321	101.170
2005-08-18	87.375	86.672	96.385
2005-08-19	84.833	86.059	86.906
2005-08-22	83.499	85.206	80.542
2005-08-23	81.558	83.990	75.265
2005-08-24	81.744	83.241	71.890
2005-08-25	82.433	82.972	71.780
2005-08-26	82.922	82.955	72.284
2005-08-29	81.549	82.486	69.471
2005-08-30	79.637	81.536	62.756
2005-08-31	79.767	80.947	58.550
2005-09-01	82.112	81.335	62.365
2005-09-02	84.383	82.351	70.456
2005-09-05	86.947	83.883	77.992
2005-09-06	86.675	84.814	77.558
2005-09-07	88.580	86.069	76.565
2005-09-08	90.114	87.418	81.999
2005-09-09	90.611	88.482	83.659
2005-09-12	90.868	89.277	82.219
2005-09-13	92.671	90.408	85.425
2005-09-14	94.122	91.646	92.296
2005-09-15	95.143	92.812	96.589
2005-09-16	95.556	93.727	97.955
2005-09-19	96.413	94.622	99.017
2005-09-20	96.132	95.126	98.297
2005-09-21	93.664	94.638	88.760
2005-09-22	89.135	92.804	68.780
2005-09-23	84.786	90.131	45.962
2005-09-26	81.585	87.282	29.244
2005-09-27	77.015	83.860	15.367
2005-09-28	73.226	80.315	3.259
2005-09-29	72.361	77.664	1.327
2005-09-30	71.681	75.669	6.046
2005-10-10	69.614	73.651	6.309
2005-10-11	69.514	72.272	7.406
2005-10-12	69.833	71.459	13.752
2005-10-13	68.754	70.557	17.532
2005-10-14	65.820	68.978	15.491
2005-10-17	62.240	66.732	11.043
2005-10-18	59.170	64.212	9.871
2005-10-19	55.186	61.203	9.998
2005-10-20	52.182	58.196	9.698
2005-10-21	50.198	55.530	11.522
2005-10-24	48.284	53.115	14.032
2005-10-25	42.289	49.506	12.005
2005-10-26	34.233	44.415	6.800
2005-10-27	28.900	39.243	5.037
